buildingID;x;y;totalArea;floors
53481;463117;631791;122;1
37108;1742478;676958;894;1
53501;525807;605652;336;1
53502;540870;605639;178;1
45323;462653;598766;257;1
53520;527638;666858;447;1
53522;528318;639863;227;1
53523;525427;651779;114;1
53534;499189;664663;468;1
53536;501100;637795;236;1
53537;492555;648535;585;3
53539;570496;670452;862;1
53540;548865;654751;148;1
53549;468993;553046;601;1
53553;436044;548183;598;1
53554;449547;564490;273;1
53563;450583;509840;629;1
53564;471981;512613;659;1
53575;597049;442798;437;1
29002;1151234;944495;2313;3
53578;524518;468035;751;1
53580;528822;407872;1274;2
53581;508922;435766;733;1
53584;573011;472281;627;1
53587;577462;411828;545;1
53597;607640;472388;453;1
53602;612939;417367;450;1
29027;517046;995754;1023;1
53603;653004;448598;4321;1
53610;659242;515885;624;1
53631;591988;537430;106;1
53633;593840;510939;207;1
29058;738412;141995;826;1
53634;604805;522672;395;1
53637;622919;539899;216;1
53639;625160;513292;437;1
53640;630618;529160;237;1
53642;576304;509764;355;1
53645;579272;525078;394;2
53646;574135;535712;182;1
45456;1307213;1302945;1001;1
53656;551217;533980;210;1
53658;553121;507867;394;1
53659;549680;522649;257;1
53662;783438;463552;250;1
29089;919486;139633;359;1
53668;770552;482308;671;1
53669;757040;464225;804;3
53672;871105;456270;282;1
53674;894870;436310;1158;1
53677;892979;464678;704;1
53678;890861;492790;1051;1
37301;1071010;207035;1867;1
53702;1001182;501582;605;1
53704;977413;470643;1530;1
53705;1005817;440776;401;1
53707;1126802;448903;623;1
53710;1145098;478136;562;1
53711;1122539;509601;1117;1
45524;1026175;1236492;1885;1
53718;1142046;414443;577;1
53719;1057664;390076;3443;1
53721;1300350;512656;121;1
53722;1311909;520316;200;1
29147;1819545;568983;1046;1
37342;519796;936397;6046;1
53728;1281554;522865;205;1
53729;1295112;532175;221;1
53732;1239743;270975;2517;3
53733;1221504;307663;876;1
53735;1107045;298841;845;1
53736;1125089;262237;859;1
45547;1699493;636688;1022;1
53743;873990;286805;100;2
53745;856936;291662;264;1
53746;870368;295896;147;1
53748;822446;265694;1266;1
37365;1507275;764433;1548;1
53749;792695;292417;719;1
53755;745906;289177;753;1
53756;725864;257736;607;1
53759;668571;262297;237;1
45570;363129;1228889;699;1
53762;659994;280681;572;1
53764;610110;267494;1260;1
29190;132027;1256912;2065;1
53768;630852;216079;1356;3
53771;461243;356660;651;1
53777;408593;314280;1605;1
53778;481763;329781;882;1
37398;200916;1398223;737;1
53791;421517;375733;556;2
53794;407671;353630;762;1
53798;322104;325810;329;1
29223;557845;185918;463;1
53804;384128;365528;260;1
53805;345212;353267;1398;1
53808;161661;374518;343;1
53814;173865;338777;269;1
53815;162999;353779;146;1
53817;180726;476563;50;1
53820;174797;459403;1086;1
53821;162058;473228;58;1
29246;1720467;63619;829;1
45630;1848411;202985;230;1
37439;1992475;689079;969;1
53827;37816;423246;232;1
53828;67004;421408;474;1
53834;161511;622703;144;1
53835;156643;596434;748;1
53841;195437;554717;390;1
53842;180074;572808;461;1
53844;57188;585178;128;1
53845;56944;568453;88;1
53857;96823;807941;918;1
53858;132586;769296;967;1
53861;132230;722732;535;1
53864;204069;824911;656;1
53865;220213;830735;56;1
29296;1543209;1553724;443;1
53875;209667;937421;282;1
37493;1387073;131479;555;1
53877;203142;901028;126;1
53878;206714;915450;111;1
53880;167691;967850;2690;2
53881;192068;949347;407;1
53884;419918;987547;436;1
53886;432297;936321;1108;1
53889;131126;1422455;328;1
53890;129022;1436738;20;1
53892;352809;1466124;275;1
53893;342903;1480004;161;1
29319;548117;1329676;1004;1
53895;369588;1546749;306;1
53896;346559;1535175;292;1
53898;692641;1481880;1615;1
53905;660283;1479752;334;1
53906;634265;1464014;1116;2
45715;1502018;1535122;306;1
53910;742889;1500648;140;1
53916;727398;1507619;512;1
53917;729824;1530862;304;1
53935;737218;1476908;375;1
37557;110859;1096963;779;1
53948;875215;1541375;1613;1
29373;1259332;628037;1482;2
53949;914642;1577427;1305;1
53951;992317;1500913;2688;2
53952;959283;1550345;575;1
53962;847438;1474788;513;1
37580;2125281;534835;726;1
53964;790844;1472099;943;1
53965;821701;1464581;1554;2
29408;1484052;251400;879;1
53993;1054737;1537636;734;1
53994;1096981;1527303;1179;1
53995;1076403;1556803;1109;1
53996;1111773;1557973;337;1
53997;1139806;1562626;621;1
53998;1096955;1581544;949;1
54001;1152476;1497202;3589;1
45810;1529213;938317;411;1
54004;1202116;1436827;3844;1
29437;1563826;1505955;356;1
54015;1258003;1407755;290;1
54017;1258016;1386034;582;1
54018;1236509;1391913;271;1
54056;1511752;1414465;129;1
54057;1515094;1442575;604;1
45868;1801088;484734;739;1
54066;1676551;1496975;1078;1
54067;1718376;1445330;3720;3
54077;1715787;1508682;476;1
54079;1695083;1537539;354;1
54080;1714676;1530184;217;1
54092;1751722;1559491;531;1
54093;1755703;1532352;762;2
29519;833959;780343;1565;1
54096;2045509;1405907;322;1
54098;2020643;1410772;870;3
54099;2024449;1434759;330;1
54119;1965043;1178014;1557;1
54120;1968297;1125494;1456;1
54121;2018760;1130071;835;1
54122;1994070;1153826;1191;1
54123;2023641;1181637;1454;1
29548;582523;708427;630;2
37741;1592029;158374;843;1
54133;1919630;1091795;207;1
54135;1934064;1058925;348;1
54136;1935485;1081251;261;1
54146;1867390;1050959;518;1
54148;1834487;1027311;384;2
54149;1839893;1046808;440;1
54156;1821694;1086904;795;1
54158;1818098;1061857;388;1
54159;1806169;1065567;61;1
45972;853013;547364;1978;1
54165;1888340;1086175;622;1
54168;1896712;1123894;477;1
54169;1865773;1116220;662;1
54174;1860301;1011079;612;1
54176;1741279;1006434;459;1
54179;1730357;1033633;318;1
37797;1071859;844282;410;1
54182;1761333;1052351;1340;1
54183;1792090;1034206;347;1
54185;1766530;1008821;146;1
54186;1780363;998529;2031;3
45995;2123257;31480;821;1
54188;1758894;979245;391;1
54189;1782275;970662;389;1
54198;1901276;953008;507;3
54201;1904883;941115;63;1
54202;1893499;941130;142;1
29628;2062722;390808;3762;2
54205;1927203;958070;801;3
54207;1944667;946141;331;1
54208;1930101;946027;149;1
46018;1498833;1587518;362;1
54210;1956447;963484;152;1
54213;1960766;977429;273;1
54214;1944607;972836;170;1
54229;1714869;881448;693;1
54232;1660062;932268;1068;1
46041;84507;661212;879;3
54233;1701207;942549;782;1
54239;1623141;939828;744;1
54240;1642502;969595;2817;3
54243;1748138;864137;578;1
37861;867096;191112;1486;1
54249;1708213;830903;972;2
54250;1733585;838624;392;1
54252;1798184;762796;1452;1
54253;1762678;803878;4716;1
46064;69910;1089224;251;1
54272;1659823;775717;1333;1
54275;1628192;783536;329;1
54277;1626522;720360;331;1
54278;1614650;753961;1690;1
54281;1651183;691318;1564;2
54283;1677788;668746;434;1
37902;1754080;456334;2907;3
54286;1698747;697122;1449;1
46095;703982;1436767;1759;1
54287;1694902;731575;925;1
54290;1576225;725327;553;1
54293;1575505;699872;111;1
54295;1560173;696765;92;1
54296;1561368;708922;262;1
54302;1586301;679736;305;1
54303;1569566;686554;178;1
29729;733940;1227991;1102;1
54306;1526697;563481;756;1
54307;1509584;563884;175;1
54309;1440542;651759;556;1
54310;1465095;659947;1005;1
54313;1418809;680885;274;1
54314;1439150;700984;733;1
54332;1258051;809097;616;1
54333;1245507;768849;405;1
54335;1201916;790145;757;1
54336;1225686;827268;503;1
54345;1162388;785235;3278;1
54348;1089116;799348;1065;1
54349;1121965;806557;457;1
37990;1016920;1365094;408;1
38013;837293;678334;1401;1
29832;1238223;524987;238;1
54415;976334;754587;146;1
46236;1224747;227731;493;1
54432;1014175;800845;160;1
54435;1028042;806367;164;1
54436;1035383;792883;125;1
54438;1043641;795489;172;1
54441;1055393;808618;294;1
54442;1067768;795876;190;1
29873;748995;338847;2932;1
54449;1007793;781464;202;1
54450;994196;785398;102;1
38087;1052494;300397;1767;1
29896;1884300;352596;862;1
46285;839238;1548950;1740;1
54479;961295;737921;402;1
54482;951552;766650;520;1
54485;954171;796721;315;1
54486;986838;801824;966;2
54488;987246;766938;190;1
54489;999885;760790;217;1
54490;1056664;780593;446;1
54491;1092650;757124;880;1
54492;1125954;748439;373;1
54494;1147604;670895;7956;1
54495;1098433;693785;428;1
38112;1918602;161220;676;1
54501;986327;646270;1652;1
54502;1050279;646216;2442;3
29927;811574;384558;485;1
46312;1049610;851390;366;1
54504;973715;685540;2025;1
54505;1043437;694534;1221;1
54507;1104425;590953;684;1
54508;1077165;601450;1150;1
54510;1109006;555273;1455;3
54511;1072381;545034;900;1
54513;1019473;562603;353;1
54514;1021002;541931;693;1
54516;1015773;608982;675;1
54517;1017284;588419;346;1
54519;1030917;483899;486;1
54520;1036157;503768;737;1
54522;1040814;443182;486;1
54523;1032792;461589;639;1
38143;1322119;1278252;961;1
54539;942014;389873;1048;1
54540;884595;374082;1631;1
54551;961446;189695;259;1
54554;963372;165387;496;1
54561;935165;187787;218;1
54567;949261;172707;190;1
46376;246301;717777;1632;1
29997;921324;589999;1802;2
54573;935987;171486;807;3
54574;936692;155650;196;1
54577;922835;169420;168;1
54583;900138;168762;270;1
54584;895756;189826;192;1
54586;912269;163253;870;3
38203;21388;879175;3420;1
54588;911142;185162;152;1
30020;712609;1206033;460;1
38234;936676;467442;1126;1
30043;620861;642764;808;1
54625;786277;181499;1374;1
54639;810899;196970;210;1
54640;830421;183559;813;1
38257;440709;1310327;1297;1
30066;203613;1070798;1006;2
54642;820839;131786;601;1
54643;831107;150727;1542;3
54646;768041;157294;761;1
54648;774149;128568;607;1
54649;786110;143293;335;1
54651;735044;171993;273;1
54652;746112;189302;685;1
54658;879245;72101;528;1
54659;876172;96780;584;1
38280;2066801;184563;543;1
46481;1537430;779289;894;1
54683;902657;98262;481;1
38303;2085937;1468591;258;1
54689;908187;48289;509;1
54690;904439;74437;435;1
54694;940098;73095;744;1
46504;579257;1276897;432;1
54700;941039;43720;788;1
54701;971074;67932;1007;1
54707;1133631;116127;509;1
54708;1164652;111758;1920;2
54716;944488;104491;1165;1
54724;1174076;81203;310;1
30150;2075386;894517;479;1
54726;1151433;58277;828;1
54727;1128382;85102;631;1
54729;1101199;53689;1851;3
54730;1094473;72129;402;1
54733;1109735;114573;1050;3
54739;1093081;96194;390;1
54740;1086405;114834;389;1
54742;1052863;111912;630;1
54743;1056034;92581;285;1
54745;1057543;49598;536;1
54746;1057954;68534;277;1
38369;305171;844375;1166;1
54755;1014564;108734;594;1
54758;1005612;75093;692;1
54759;1018300;45787;436;1
46570;2087808;545574;575;1
30189;758088;1517718;873;1
54766;786032;43266;1685;1
54767;796836;83037;531;1
54777;814292;96012;266;1
54779;817358;70663;358;1
54780;809277;83523;366;3
38402;1908900;1060116;513;1
54790;642475;105384;1374;3
54791;623922;104463;92;1
46601;1261273;504353;728;1
30225;1410050;307027;2284;1
54801;613214;93447;128;1
54803;635525;81225;219;1
54804;618640;81432;130;1
54810;627074;122239;166;1
38429;926242;1228666;1935;1
54817;614327;115184;95;1
54818;605583;100379;238;1
54821;609098;118462;91;1
54823;598503;107290;101;1
46634;2108684;887143;505;1
54826;593817;117488;102;1
54827;585344;123646;143;1
54830;612052;135922;378;1
54831;596235;135249;61;1
54834;573193;134678;331;1
38456;710781;874698;435;1
54840;598065;153747;222;1
54841;582126;151352;126;1
54842;522157;250215;2254;1
54852;487011;217280;925;1
54854;481597;184429;649;1
54855;492127;201410;82;1
54865;448802;218041;746;1
54867;450700;181878;608;1
54868;453547;198181;70;1
30295;1960728;1030641;2166;2
54874;546701;190179;132;1
46684;1980650;289754;649;1
54885;567266;204682;164;1
54886;545629;197284;162;1
54888;541883;202554;275;1
54889;556703;223483;357;1
30318;1436906;487560;864;1
46707;809200;450844;206;1
54908;510816;188413;556;1
54909;516858;207416;110;1
38541;1774772;1542255;224;1
30373;1940650;567919;1518;1
54969;248387;300305;1768;1
54970;287620;289315;335;1
38596;864546;277364;285;1
30407;1236718;906114;3435;3
54984;212853;293261;133;1
54988;223431;314582;126;1
54990;193080;306194;1642;2
54993;179717;285145;368;1
55000;196679;280479;263;1
55001;218252;281902;274;1
55007;340753;634693;661;1
55008;334717;595874;913;1
46818;1898544;329992;702;1
55016;385199;594529;377;1
55022;352418;556409;907;1
55023;383581;565909;1085;1
55029;401330;501131;60;1
55030;415404;519490;644;1
46847;1512472;1482995;493;1
55040;370329;531172;240;1
55042;341021;522812;314;1
55043;353097;537573;114;1
55053;378215;504802;248;1
55055;348618;496237;313;1
55056;365968;493084;248;1
38677;1924667;308336;466;1
55072;302533;521754;347;1
55075;274826;513444;364;1
55077;286619;473081;736;2
55078;273234;491255;417;1
55080;314755;481298;1095;3
55081;316046;504001;419;1
55083;428511;412157;893;1
55084;447589;416096;423;3
30510;492627;1188438;1778;1
38714;240334;837187;806;1
55100;333111;431217;299;1
55102;299943;421481;293;1
55103;314911;431832;306;1
55105;306968;397523;291;1
55108;325362;395991;266;1
55109;339987;407279;867;3
46921;1587970;43962;6195;3
55115;494672;623168;272;1
55116;508387;630301;116;1
38735;2060693;1355249;423;3
55119;420834;712535;268;1
55125;439271;720346;395;1
55126;458074;715506;272;1
55132;410027;691821;442;1
55133;398664;710851;360;1
55136;421177;739476;392;1
55138;430578;759897;816;1
55139;455059;741876;289;1
38760;1122472;870403;1464;1
30569;505342;1328305;915;1
55158;420519;857002;379;1
55160;422797;831504;355;1
55161;413236;843176;108;1
55163;431981;798304;677;1
55164;444393;816799;304;1
55166;378244;804275;614;1
55167;399486;795611;377;1
55169;369869;842618;402;1
55170;391204;854000;544;1
55181;310749;782979;1937;1
55183;254798;767658;861;1
55184;254761;798969;1498;2
55190;115091;898910;683;1
55191;105894;873810;141;1
55201;121060;863076;363;1
55203;87497;854331;331;1
55204;104936;853081;192;1
38822;906986;743982;1074;1
55207;57471;885281;771;1
55208;71272;886426;304;1
55226;247792;1093105;566;1
55227;232358;1068510;512;1
38849;543612;95534;1559;1
